Date;Signal 1;Signal 2;Signal 3;Signal 4;Signal 5;Signal 6;Signal 7
11/02/1998;0.912698413;0.903439153;0.907952283;1.720433712;0.899569584;20.379999;#N/A
12/02/1998;0.888888889;0.902116402;0.895293559;1.696067333;0.899569584;19.73;#N/A
13/02/1998;0.888888889;0.900793651;0.894672941;1.671957016;0.896700143;19.84;#N/A
16/02/1998;0.880952381;0.900793651;0.885844537;1.650204062;0.898134864;19.84;#N/A
17/02/1998;0.857142857;0.900793651;0.877016133;1.627621531;0.899569584;20.76;#N/A
18/02/1998;0.857142857;0.899470899;0.876480238;1.606868029;0.901004304;19.66;#N/A
19/02/1998;0.853174603;0.896825397;0.873108913;1.58724618;0.893830703;19.879999;#N/A
20/02/1998;0.841269841;0.895502646;0.865621876;1.567953467;0.892395983;19;#N/A
23/02/1998;0.837301587;0.895502646;0.863269479;1.543853164;0.899569584;18.99;#N/A
24/02/1998;0.825396825;0.892857143;0.855145141;1.520461679;0.892395983;19.35;#N/A
25/02/1998;0.841269841;0.891534392;0.864058742;1.498487234;0.888091822;18.620001;#N/A
26/02/1998;0.845238095;0.89021164;0.865827106;1.478022456;0.880918221;18.629999;#N/A
27/02/1998;0.833333333;0.888888889;0.858360569;1.45997262;0.879483501;18.549999;#N/A
02/03/1998;0.821428571;0.888888889;0.851283098;1.440247178;0.879483501;19.190001;#N/A
03/03/1998;0.829365079;0.886243386;0.854988202;1.42144227;0.87804878;19.040001;#N/A
04/03/1998;0.805555556;0.883597884;0.839753167;1.403119564;0.87517934;19.58;#N/A
05/03/1998;0.817460317;0.887566138;0.848404965;1.387593269;0.87517934;20.93;#N/A
06/03/1998;0.876984127;0.887566138;0.882156293;1.37574172;0.87374462;19.139999;#N/A
09/03/1998;0.861111111;0.880952381;0.870650746;1.363231659;0.869440459;20.23;#N/A
10/03/1998;0.857142857;0.876984127;0.866693833;1.353836298;0.866571019;19.43;#N/A
11/03/1998;0.821428571;0.873015873;0.845060135;1.342600703;0.859397418;18.889999;#N/A
12/03/1998;0.76984127;0.85978836;0.809431974;1.330233455;0.849354376;18.25;#N/A
13/03/1998;0.753968254;0.861111111;0.800222945;1.318993688;0.849354376;18.709999;#N/A
16/03/1998;0.742063492;0.853174603;0.790132257;1.30750823;0.845050215;18.51;#N/A
17/03/1998;0.686507937;0.847883598;0.753609382;1.295639515;0.836441894;18.66;#N/A
18/03/1998;0.674603175;0.846560847;0.745611844;1.282103181;0.839311334;18.290001;#N/A
19/03/1998;0.623015873;0.832010582;0.708163165;1.266390443;0.826398852;17.76;#N/A
20/03/1998;0.626984127;0.82010582;0.707166637;1.252373457;0.819225251;18.690001;#N/A
23/03/1998;0.670634921;0.851851852;0.744628477;1.239778399;0.853658537;19.98;#N/A
24/03/1998;0.718253968;0.847883598;0.773593037;1.228290319;0.847919656;20.51;#N/A
25/03/1998;0.682539683;0.842592593;0.749442477;1.217016101;0.846484935;22.540001;#N/A
26/03/1998;0.595238095;0.826719577;0.68866553;1.202003837;0.839311334;22.809999;#N/A
27/03/1998;0.587301587;0.82010582;0.68165907;1.182256937;0.833572453;23.469999;#N/A
30/03/1998;0.575396825;0.825396825;0.675366264;1.162248254;0.832137733;24.66;#N/A
31/03/1998;0.571428571;0.808201058;0.667990735;1.142591238;0.822094692;24.219999;#N/A
01/04/1998;0.567460317;0.794973545;0.661528122;1.125013471;0.81492109;23.370001;#N/A
02/04/1998;0.563492063;0.773809524;0.652364192;1.106918931;0.809182209;21.98;#N/A
03/04/1998;0.55952381;0.761904762;0.645945896;1.087150216;0.803443329;21.82;#N/A
06/04/1998;0.547619048;0.757936508;0.637203046;1.057098508;0.803443329;22.469999;#N/A
07/04/1998;0.547619048;0.740740741;0.631310504;1.029311657;0.793400287;23.66;#N/A
08/04/1998;0.547619048;0.728835979;0.62705332;1.002152562;0.787661406;23.17;#N/A
09/04/1998;0.53968254;0.735449735;0.624580896;0.976678371;0.797704448;21.51;#N/A
10/04/1998;0.543650794;0.726190476;0.617636344;0.950643539;0.791965567;21.51;#N/A
13/04/1998;0.527777778;0.716931217;0.610691791;0.918855488;0.786226686;22.77;#N/A
14/04/1998;0.527777778;0.711640212;0.608755067;0.886630893;0.779053085;21.610001;#N/A
15/04/1998;0.523809524;0.69973545;0.60193206;0.855063796;0.769010043;20.889999;#N/A
16/04/1998;0.515873016;0.71031746;0.601067104;0.818071127;0.771879484;22.059999;#N/A
17/04/1998;0.515873016;0.705026455;0.599133233;0.782382131;0.763271162;20.76;#N/A
20/04/1998;0.511904762;0.698412698;0.594295759;0.747824728;0.760401722;20.389999;#N/A
21/04/1998;0.503968254;0.689153439;0.586071819;0.711844087;0.758967001;19.91;#N/A
22/04/1998;0.5;0.649470899;0.568218429;0.673488379;0.727403156;19.440001;#N/A
23/04/1998;0.496031746;0.686507937;0.580320792;0.636546314;0.720229555;20.6;#N/A
24/04/1998;0.496031746;0.697089947;0.584224519;0.60284251;0.725968436;21.969999;#N/A
27/04/1998;0.515873016;0.768518519;0.620551312;0.585560799;0.770444763;26.09;#N/A
28/04/1998;0.496031746;0.752645503;0.603031331;0.565113246;0.746054519;24.17;#N/A
29/04/1998;0.515873016;0.720899471;0.604856961;0.546128929;0.695839311;22.780001;#N/A
30/04/1998;0.515873016;0.734126984;0.609444372;0.529325545;0.714490674;21.18;#N/A
01/05/1998;0.515873016;0.73015873;0.608085948;0.515240133;0.713055954;19.34;#N/A
04/05/1998;0.511904762;0.724867725;0.603808929;0.505767465;0.704447633;20.32;#N/A
05/05/1998;0.507936508;0.715608466;0.598126248;0.495314181;0.678622669;21.459999;#N/A
06/05/1998;0.5;0.723544974;0.596002858;0.482004851;0.680057389;22.790001;#N/A
07/05/1998;0.484126984;0.731481481;0.588765782;0.477363288;0.664275466;23.389999;#N/A
08/05/1998;0.496031746;0.71957672;0.592188023;0.472914636;0.62697274;20.57;#N/A
11/05/1998;0.492063492;0.734126984;0.594606391;0.469045818;0.681492109;21.049999;#N/A
12/05/1998;0.476190476;0.734126984;0.584629757;0.466031641;0.678622669;20.98;#N/A
13/05/1998;0.464285714;0.722222222;0.573297358;0.465136826;0.658536585;20.440001;#N/A
14/05/1998;0.456349206;0.701058201;0.561296008;0.46426484;0.582496413;19.639999;#N/A
15/05/1998;0.456349206;0.694444444;0.559023593;0.463500232;0.558106169;20.440001;#N/A
18/05/1998;0.448412698;0.773809524;0.578448886;0.456558794;0.707317073;21.690001;#N/A
19/05/1998;0.436507937;0.765873016;0.568526507;0.450529933;0.68866571;20.389999;#N/A
20/05/1998;0.436507937;0.763227513;0.567805301;0.442249179;0.705882353;19.889999;#N/A
21/05/1998;0.428571429;0.746031746;0.557828944;0.43214795;0.682926829;19.379999;#N/A
22/05/1998;0.424603175;0.727513228;0.5498164;0.418325096;0.621233859;18.99;#N/A
25/05/1998;0.424603175;0.774470899;0.577919261;0.40478617;0.708751793;18.99;#N/A
26/05/1998;0.472222222;0.821428571;0.606022121;0.394982636;0.796269727;22.07;#N/A
27/05/1998;0.448412698;0.83994709;0.593880876;0.386859983;0.802008608;22.59;#N/A
28/05/1998;0.412698413;0.828042328;0.567280347;0.378879309;0.789096126;20.74;#N/A
29/05/1998;0.396825397;0.821428571;0.555192538;0.368128181;0.784791966;21.32;#N/A
01/06/1998;0.404761905;0.833333333;0.562915244;0.358145207;0.794835007;22.83;#N/A
02/06/1998;0.380952381;0.826719577;0.54544194;0.346145958;0.787661406;22;#N/A
03/06/1998;0.380952381;0.818783069;0.543897199;0.335479051;0.769010043;22.85;#N/A
04/06/1998;0.380952381;0.810846561;0.542288858;0.326147646;0.763271162;21.219999;#N/A
05/06/1998;0.396825397;0.812169312;0.55328982;0.317736536;0.767575323;19.780001;#N/A
08/06/1998;0.384920635;0.805555556;0.54385788;0.309466958;0.756097561;20.58;#N/A
09/06/1998;0.380952381;0.797619048;0.539468783;0.302660823;0.74748924;20.52;#N/A
10/06/1998;0.384920635;0.829365079;0.548647088;0.295620054;0.784791966;21.48;#N/A
11/06/1998;0.452380952;0.849206349;0.59836251;0.293166339;0.802008608;23.57;#N/A
12/06/1998;0.444444444;0.853174603;0.593675208;0.290758371;0.81061693;22.780001;#N/A
15/06/1998;0.503968254;0.876984127;0.63862734;0.29221198;0.826398852;25.940001;#N/A
16/06/1998;0.5;0.876984127;0.635903237;0.289859712;0.830703013;24.799999;#N/A
17/06/1998;0.515873016;0.896825397;0.649982904;0.292933434;0.862266858;22.889999;#N/A
18/06/1998;0.515873016;0.892857143;0.649387302;0.298425019;0.859397418;22.4;#N/A
19/06/1998;0.496031746;0.891534392;0.635480598;0.302772373;0.865136298;21.92;#N/A
22/06/1998;0.492063492;0.894179894;0.633123051;0.305860758;0.865136298;21.940001;#N/A
23/06/1998;0.507936508;0.89021164;0.643503181;0.313829064;0.863701578;20.17;#N/A
24/06/1998;0.46031746;0.883597884;0.609611286;0.316596746;0.847919656;20.02;#N/A
25/06/1998;0.432539683;0.883597884;0.590390024;0.318111628;0.859397418;20.25;#N/A
26/06/1998;0.384920635;0.882275132;0.557178495;0.315773636;0.863701578;19.360001;#N/A
29/06/1998;0.380952381;0.880952381;0.554246542;0.313680083;0.869440459;19.57;#N/A
30/06/1998;0.317460317;0.883597884;0.510403293;0.307813734;0.879483501;19.709999;#N/A
01/07/1998;0.333333333;0.886243386;0.521781947;0.303573489;0.885222382;18;#N/A
02/07/1998;0.313492063;0.875661376;0.50666784;0.294006497;0.87661406;17.67;#N/A
03/07/1998;0.30952381;0.875;0.496917544;0.284547925;0.87661406;17.67;#N/A
06/07/1998;0.285714286;0.874338624;0.487167248;0.267991245;0.87661406;18.629999;#N/A
07/07/1998;0.285714286;0.874338624;0.487167248;0.251799047;0.883787661;18.620001;#N/A
08/07/1998;0.277777778;0.869047619;0.480984844;0.229892805;0.87517934;17.82;#N/A
09/07/1998;0.285714286;0.861111111;0.485464187;0.208437145;0.866571019;18.16;#N/A
10/07/1998;0.26984127;0.855820106;0.473730291;0.186886162;0.865136298;17.92;#N/A
13/07/1998;0.265873016;0.853174603;0.470613503;0.164369971;0.857962697;18.26;#N/A
14/07/1998;0.265873016;0.854497354;0.470796141;0.139964208;0.857962697;17.879999;#N/A
15/07/1998;0.257936508;0.845238095;0.46399185;0.114871144;0.845050215;17.889999;#N/A
16/07/1998;0.253968254;0.835978836;0.459876723;0.088058241;0.823529412;16.969999;#N/A
17/07/1998;0.25;0.830687831;0.456324265;0.061803702;0.823529412;16.23;#N/A
20/07/1998;0.253968254;0.826719577;0.458433074;0.037610646;0.816355811;17.34;#N/A
21/07/1998;0.257936508;0.832010582;0.462004335;0.019545635;0.81348637;20.1;#N/A
22/07/1998;0.25;0.826719577;0.455699483;-0.002102122;0.804878049;20.32;#N/A
23/07/1998;0.257936508;0.843915344;0.463800109;-0.019668229;0.806312769;23.01;#N/A
24/07/1998;0.246031746;0.834656085;0.454194752;-0.040457625;0.804878049;23.01;#N/A
27/07/1998;0.23015873;0.850529101;0.445474468;-0.061615113;0.839311334;23.129999;#N/A
28/07/1998;0.242063492;0.851851852;0.45391593;-0.080995493;0.830703013;25.25;#N/A
29/07/1998;0.226190476;0.849206349;0.442541524;-0.100504808;0.842180775;24.790001;#N/A
30/07/1998;0.238095238;0.841269841;0.449684577;-0.120305561;0.819225251;22.66;#N/A
31/07/1998;0.246031746;0.851851852;0.456669529;-0.13716428;0.817790531;24.799999;#N/A
03/08/1998;0.206349206;0.861111111;0.430275634;-0.155901536;0.840746055;25.98;#N/A
04/08/1998;0.202380952;0.907407407;0.432210632;-0.189165398;0.885222382;31.059999;#N/A
05/08/1998;0.198412698;0.904761905;0.429205599;-0.219070241;0.892395983;29.83;#N/A
06/08/1998;0.194444444;0.907407407;0.426635743;-0.254829884;0.898134864;28.200001;#N/A
07/08/1998;0.198412698;0.914021164;0.429940985;-0.280753702;0.913916786;27.02;#N/A
10/08/1998;0.194444444;0.917989418;0.427441929;-0.309621364;0.921090387;28.75;#N/A
11/08/1998;0.202380952;0.927248677;0.43365695;-0.339271843;0.932568149;31.91;#N/A
12/08/1998;0.202380952;0.925925926;0.433571225;-0.364700496;0.93543759;28.549999;#N/A
13/08/1998;0.198412698;0.919312169;0.430327845;-0.395729244;0.919655667;29.92;#N/A
14/08/1998;0.198412698;0.915343915;0.430039977;-0.423182905;0.916786227;34.34;#N/A
17/08/1998;0.198412698;0.915343915;0.430039977;-0.44748801;0.918220947;31.860001;#N/A
18/08/1998;0.202380952;0.923280423;0.433395182;-0.469531953;0.934002869;28.4;#N/A
19/08/1998;0.202380952;0.911375661;0.432527349;-0.489004761;0.912482066;28.690001;#N/A
20/08/1998;0.194444444;0.91005291;0.426846342;-0.513943255;0.902439024;30;#N/A
21/08/1998;0.178571429;0.932539683;0.417206815;-0.541257143;0.93687231;33.139999;#N/A
24/08/1998;0.166666667;0.928571429;0.408583698;-0.566896796;0.929698709;31.799999;#N/A
25/08/1998;0.146825397;0.924603175;0.394363317;-0.578279674;0.913916786;30.33;#N/A
26/08/1998;0.158730159;0.931216931;0.403147398;-0.584818006;0.923959828;31.139999;#N/A
27/08/1998;0.257936508;0.968253968;0.474801925;-0.553088188;0.956958393;38.549999;#N/A
28/08/1998;0.261904762;0.968253968;0.477605326;-0.529907525;0.958393113;39.599998;#N/A
31/08/1998;0.896825397;1;0.927044538;-0.432206273;0.988522238;44.279999;#N/A
01/09/1998;0.964285714;1;0.974746186;-0.323370755;0.995695839;36.48;#N/A
02/09/1998;0.928571429;0.998677249;0.949483713;-0.225083619;0.994261119;36.759998;#N/A
03/09/1998;0.912698413;1;0.938268456;-0.126920015;1;41.43;#N/A
04/09/1998;0.876984127;0.996031746;0.912969396;-0.031793531;0.99713056;43.310001;#N/A
07/09/1998;0.880952381;0.998015873;0.956484698;0.064543873;0.99856528;43.310001;#N/A
08/09/1998;1;1;1;0.199097857;1;37.900002;#N/A
09/09/1998;0.996031746;0.998677249;0.997042238;0.329588205;0.99856528;39.66;#N/A
10/09/1998;1;1;1;0.473589033;1;45.290001;#N/A
11/09/1998;1;1;1;0.622971117;1;43.740002;#N/A
14/09/1998;1;1;1;0.783433318;0.99856528;38.57;#N/A
15/09/1998;0.996031746;1;0.997194021;0.94532907;1;36.580002;#N/A
16/09/1998;0.984126984;0.996031746;0.988430651;1.101909876;0.99856528;35.939999;#N/A
17/09/1998;0.996031746;1;0.997194021;1.237087607;1;39.23;#N/A
18/09/1998;0.984126984;1;0.988776083;1.366873264;1;38.630001;#N/A
21/09/1998;0.972222222;1;0.980358145;1.408854246;1;38.580002;#N/A
22/09/1998;0.96031746;1;0.971940207;1.428552866;1;36.619999;#N/A
23/09/1998;0.972222222;1;0.980358145;1.466618538;0.99856528;32.470001;#N/A
24/09/1998;0.964285714;0.997354497;0.974676998;1.504889011;0.99713056;34.66;#N/A
25/09/1998;0.956349206;0.996031746;0.969006946;1.544039249;0.995695839;34.549999;#N/A
28/09/1998;0.944444444;0.993386243;0.960438898;1.578327656;0.992826399;34.869999;#N/A
29/09/1998;0.94047619;0.990740741;0.957404121;1.555715919;0.991391679;36.080002;#N/A
30/09/1998;0.944444444;0.993386243;0.960438898;1.54919219;0.991391679;40.950001;#N/A
01/10/1998;1;1;1;1.554300308;0.994261119;43.48;#N/A
02/10/1998;0.992063492;0.998677249;0.994310631;1.552786589;0.994261119;40.470001;#N/A
05/10/1998;0.984126984;1;0.988776083;1.540759325;0.99713056;42.810001;#N/A
06/10/1998;0.972222222;1;0.980358145;1.531579375;0.99856528;41.200001;#N/A
07/10/1998;0.956349206;1;0.969134228;1.526973724;1;43.509998;#N/A
08/10/1998;0.94047619;1;0.957910311;1.511265516;1;45.740002;#N/A
09/10/1998;0.996031746;1;0.997194021;1.517907619;1;42.200001;#N/A
12/10/1998;0.984126984;1;0.988776083;1.527528882;1;40.07;#N/A
13/10/1998;0.956349206;0.998677249;0.969120059;1.538663864;0.99856528;40.23;#N/A
14/10/1998;0.928571429;0.996031746;0.949414489;1.537663817;0.995695839;38.959999;#N/A
15/10/1998;1;0.998677249;0.999064674;1.574105978;0.99856528;33.34;#N/A
16/10/1998;1;0.998677249;0.999064674;1.627694964;1;34.82;#N/A
19/10/1998;0.996031746;0.993386243;0.994546157;1.68954289;0.99713056;33.130001;#N/A
20/10/1998;0.992063492;0.992063492;0.992063492;1.755676985;0.995695839;33.110001;#N/A
21/10/1998;0.992063492;0.988095238;0.989882898;1.813445807;0.988522238;33.209999;#N/A
22/10/1998;0.98015873;0.986772487;0.983138163;1.833085656;0.985652798;31.530001;#N/A
23/10/1998;0.976190476;0.984126984;0.979765796;1.858368754;0.984218077;32.27;#N/A
26/10/1998;0.972222222;0.981481481;0.976393428;1.887835979;0.981348637;32.380001;#N/A
27/10/1998;0.956349206;0.976190476;0.96484118;1.917211771;0.979913917;32.950001;#N/A
28/10/1998;0.94047619;0.970899471;0.953149575;1.951559663;0.978479197;32.419998;#N/A
29/10/1998;0.944444444;0.966931217;0.954283678;1.991754055;0.972740316;29.5;#N/A
30/10/1998;0.964285714;0.962962963;0.963618327;2.019251108;0.968436155;28.049999;#N/A
02/11/1998;0.956349206;0.961640212;0.958909459;2.048003197;0.965566714;27.26;#N/A
03/11/1998;0.936507937;0.956349206;0.945517737;2.090073586;0.959827834;27.76;#N/A
04/11/1998;0.928571429;0.953703704;0.939811181;2.087294102;0.956958393;27.370001;#N/A
05/11/1998;0.916666667;0.947089947;0.93020058;2.026565075;0.954088953;26.01;#N/A
06/11/1998;0.876984127;0.945767196;0.904936595;1.941651225;0.951219512;25.700001;#N/A
09/11/1998;0.865079365;0.944444444;0.896825397;1.861439824;0.951219512;28.09;#N/A
10/11/1998;0.853174603;0.943121693;0.888660791;1.793788791;0.946915352;28.17;#N/A
11/11/1998;0.841269841;0.941798942;0.880453719;1.724913836;0.945480631;28.469999;#N/A
12/11/1998;0.837301587;0.94047619;0.87749723;1.670901656;0.942611191;29.280001;#N/A
13/11/1998;0.825396825;0.939153439;0.86925488;1.619366407;0.93974175;29.030001;#N/A
16/11/1998;0.833333333;0.937830688;0.874216851;1.571467757;0.941176471;28.9;#N/A
17/11/1998;0.80952381;0.933862434;0.857424832;1.531542778;0.93543759;27.950001;#N/A
18/11/1998;0.80952381;0.932539683;0.857115302;1.496386528;0.931133429;27.129999;#N/A
19/11/1998;0.801587302;0.928571429;0.850886554;1.456302166;0.928263989;25.5;#N/A
20/11/1998;0.797619048;0.924603175;0.847286656;1.408734798;0.926829268;22.469999;#N/A
23/11/1998;0.801587302;0.923280423;0.849578106;1.365918994;0.925394548;21.84;#N/A
24/11/1998;0.781746032;0.912698413;0.83378273;1.317319632;0.923959828;23.280001;#N/A
25/11/1998;0.777777778;0.907407407;0.82977059;1.266845942;0.912482066;22.15;#N/A
26/11/1998;0.777777778;0.90542328;0.82664058;1.218131065;0.911047346;22.15;#N/A
27/11/1998;0.76984127;0.903439153;0.823510569;1.176096678;0.909612626;22.09;#N/A
30/11/1998;0.785714286;0.908730159;0.835305508;1.148421288;0.915351506;26.01;#N/A
01/12/1998;0.777777778;0.91005291;0.830481277;1.119308352;0.915351506;24.969999;#N/A
02/12/1998;0.746031746;0.899470899;0.806860188;1.079249024;0.905308465;25.43;#N/A
03/12/1998;0.753968254;0.898148148;0.8117111;1.045013309;0.905308465;28.700001;#N/A
04/12/1998;0.761904762;0.888888889;0.814211113;1.018373609;0.898134864;25.309999;#N/A
07/12/1998;0.76984127;0.883597884;0.817623338;0.993450642;0.895265423;24.9;#N/A
08/12/1998;0.75;0.882275132;0.804604063;0.967256129;0.889526542;25.58;#N/A
09/12/1998;0.734126984;0.87962963;0.793629597;0.936102271;0.882352941;25.66;#N/A
10/12/1998;0.738095238;0.878306878;0.795790157;0.911310911;0.879483501;26.809999;#N/A
11/12/1998;0.73015873;0.873015873;0.789121742;0.886250079;0.869440459;27.719999;#N/A
14/12/1998;0.738095238;0.871693122;0.793775899;0.860111535;0.866571019;31.309999;#N/A
15/12/1998;0.722222222;0.865079365;0.781637833;0.84379667;0.860832138;29.42;#N/A
16/12/1998;0.678571429;0.862433862;0.752774628;0.826725483;0.857962697;29.959999;#N/A
17/12/1998;0.674603175;0.865079365;0.750915003;0.808081865;0.865136298;27.959999;#N/A
18/12/1998;0.670634921;0.858465608;0.746511007;0.793635905;0.856527977;25.040001;#N/A
21/12/1998;0.686507937;0.861111111;0.757546502;0.771371007;0.860832138;23.860001;#N/A
22/12/1998;0.753968254;0.858465608;0.799296731;0.759530663;0.856527977;22.780001;#N/A
23/12/1998;0.76984127;0.85978836;0.809431974;0.768049479;0.862266858;20.209999;#N/A
24/12/1998;0.765873016;0.849206349;0.803081019;0.772507966;0.847919656;21.48;#N/A
25/12/1998;0.76984127;0.841931217;0.805847656;0.772132814;0.845767575;21.48;#N/A
28/12/1998;0.785714286;0.834656085;0.808614293;0.775966644;0.843615495;23.5;#N/A
29/12/1998;0.781746032;0.824074074;0.801776987;0.783389807;0.839311334;22.18;#N/A
30/12/1998;0.773809524;0.814814815;0.793292859;0.795013428;0.833572453;23.34;#N/A
31/12/1998;0.75;0.80952381;0.777760063;0.801149786;0.830703013;24.42;#N/A
01/01/1999;0.757936508;0.808201058;0.770417145;0.809433103;0.830703013;24.42;#N/A
04/01/1999;0.726190476;0.806878307;0.763074227;0.812240005;0.830703013;26.17;#N/A
05/01/1999;0.706349206;0.785714286;0.742950242;0.812069178;0.816355811;24.459999;#N/A
06/01/1999;0.73015873;0.788359788;0.757506814;0.82299006;0.823529412;23.34;#N/A
07/01/1999;0.722222222;0.787037037;0.75249877;0.835588515;0.822094692;24.370001;#N/A
08/01/1999;0.71031746;0.784391534;0.744654172;0.84517765;0.820659971;23.280001;#N/A
11/01/1999;0.650793651;0.777777778;0.707316049;0.841185212;0.81061693;25.459999;#N/A
12/01/1999;0.638888889;0.783068783;0.702123862;0.827322125;0.809182209;28.1;#N/A
13/01/1999;0.658730159;0.818783069;0.726774195;0.809719682;0.830703013;30.110001;#N/A
14/01/1999;0.634920635;0.821428571;0.712623333;0.789806247;0.826398852;32.98;#N/A
15/01/1999;0.662698413;0.828042328;0.732285785;0.773283601;0.832137733;29.24;#N/A
18/01/1999;0.658730159;0.826058201;0.726642789;0.750741303;0.828550933;29.24;#N/A
19/01/1999;0.646825397;0.824074074;0.720999792;0.731703699;0.824964132;29.24;#N/A
20/01/1999;0.642857143;0.816137566;0.715960905;0.711989224;0.819225251;28.6;#N/A
21/01/1999;0.626984127;0.82010582;0.707166637;0.69470787;0.817790531;30.92;#N/A
22/01/1999;0.603174603;0.824074074;0.693063258;0.667332053;0.81492109;31.950001;#N/A
25/01/1999;0.599206349;0.817460317;0.688586861;0.641376257;0.809182209;31.129999;#N/A
26/01/1999;0.551587302;0.806878307;0.65476824;0.613024473;0.796269727;29.23;#N/A
27/01/1999;0.551587302;0.804232804;0.65402403;0.577153802;0.799139168;29.73;#N/A
28/01/1999;0.543650794;0.801587302;0.648131987;0.541011274;0.809182209;28.110001;#N/A
29/01/1999;0.488095238;0.794973545;0.610075435;0.501460314;0.799139168;26.25;#N/A
01/02/1999;0.456349206;0.793650794;0.588821097;0.466585964;0.796269727;27.67;#N/A
02/02/1999;0.456349206;0.775132275;0.583994183;0.432000667;0.783357245;28.16;#N/A
03/02/1999;0.44047619;0.767195767;0.571476544;0.38746202;0.769010043;27.879999;#N/A
04/02/1999;0.428571429;0.763227513;0.562626119;0.342517197;0.763271162;29.48;#N/A
05/02/1999;0.428571429;0.751322751;0.559335169;0.292319745;0.744619799;29.67;#N/A
08/02/1999;0.424603175;0.746031746;0.555263347;0.238450557;0.727403156;30.27;#N/A
09/02/1999;0.436507937;0.751322751;0.564475213;0.189720944;0.734576758;31.360001;#N/A
10/02/1999;0.444444444;0.746031746;0.568061434;0.142396644;0.727403156;30.450001;#N/A
11/02/1999;0.46031746;0.75;0.579430598;0.099092327;0.731707317;27.42;#N/A
12/02/1999;0.468253968;0.759259259;0.587259194;0.067846864;0.743185079;29.76;#N/A
15/02/1999;0.472222222;0.76521164;0.58766974;0.039623015;0.755380201;29.76;#N/A
16/02/1999;0.464285714;0.771164021;0.588080286;0.016805293;0.767575323;29.65;#N/A
17/02/1999;0.468253968;0.76984127;0.590288587;-0.003581828;0.760401722;30.65;#N/A
18/02/1999;0.432539683;0.756613757;0.563394872;-0.029588748;0.75035868;30.450001;#N/A
19/02/1999;0.424603175;0.738095238;0.55296778;-0.050069515;0.723098996;29.299999;#N/A
22/02/1999;0.472222222;0.736772487;0.582963967;-0.057501838;0.714490674;25.870001;#N/A
23/02/1999;0.432539683;0.738095238;0.558069397;-0.07026837;0.736011478;26.49;#N/A
24/02/1999;0.424603175;0.734126984;0.551798055;-0.079021104;0.725968436;27.209999;#N/A
25/02/1999;0.420634921;0.726190476;0.546879955;-0.089729264;0.710186514;28.01;#N/A
26/02/1999;0.420634921;0.723544974;0.546077497;-0.106802501;0.701578192;27.879999;#N/A
01/03/1999;0.420634921;0.723544974;0.546077497;-0.125022665;0.707317073;28.370001;#N/A
